country,year,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,total international navigation
AL,1990,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1991,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1992,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1993,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1994,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1995,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1996,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1997,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1998,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,1999,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2000,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2001,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2002,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2003,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2004,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2005,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2006,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2007,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2008,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2009,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2010,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2011,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2012,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2013,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2014,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2015,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2016,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2017,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2018,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2019,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
AL,2020,0.9067851549500465,0.09321484504995341,0.041635787523282314,0.8651493674267642,0.0038167462231217496,0.08939809882683164,0.04545253374640407,0.9545474662535957,0.540431579557979,0.459568420442021
